株主ID,株主名,性別,年齢,職業,市,地名
1351,赤堀,男,31,人事事務,つくば,高野台三丁目
1352,早瀬,女,27,秘書,つくば,東新井
1353,若杉,男,33,受付・案内事務,つくば,御幸が丘
1354,添田,男,34,医療事務・受付,つくば,八幡台
1355,庄子,男,35,調剤薬局事務,つくば,上郷
1356,川又,女,36,護事務,つくば,木俣
1357,対馬,男,37,会計・経理事務,つくば,野畑
1358,衛藤,男,38,営業事務,つくば,百家
1359,高久,女,39,販売事務,つくば,高野
1360,芹沢,男,27,金融,つくば,今鹿島
1361,板谷,男,41,保険事務,つくば,沼崎
1362,高塚,男,42,貿易事務,つくば,中東原新田
1363,伊勢,女,43,企画事務,つくば,遠東
1364,芝,男,22,マーケティング,つくば,酒丸
1365,新藤,男,28,生産・工程管理事務,つくば,土田
1366,柴,男,46,出荷・受荷事務,つくば,上里
1367,深川,男,47,運行管理事務,つくば,東光台一丁目
1368,宮村,女,48,郵便事務,つくば,東光台二丁目
1369,保科,男,29,旅客・料金収受係,つくば,東光台三丁目
1370,高本,男,50,データ入力等ＰＣ操作,つくば,東光台四丁目
1371,竹山,女,51,コールセンターオペレーター,つくば,東光台五丁目
1372,小田島,男,52,テレアポ等,つくば,田倉
1373,新城,男,53,集金・検針・調査等の外勤事務,つくば,緑ケ原一丁目
1374,飯沼,男,54,法人・団体の役員・管理職等,つくば,緑ケ原二丁目
1375,平岩,女,55,不動産営業,つくば,緑ケ原三丁目
1376,直井,男,56,金融・保険営業,つくば,緑ケ原四丁目
1377,柳井,男,57,飲食料品販売営業,つくば,手子生
1378,神,男,58,機械器具・電気器具販売営業,つくば,大曽根
1379,松葉,男,59,自動車販売営業,つくば,鹿島台
1380,徳山,男,26,製品受注営業,つくば,玉取
1381,丸尾,男,30,通信・情報システム営業,つくば,若森
1382,小山内,男,31,化学品販売営業、医薬品営業,つくば,佐
1383,塩川,女,32,広告営業、会員勧誘、その他の営業,つくば,蓮沼
1384,永松,男,33,テレフォンアポインター,つくば,花畑一丁目
1385,水越,男,34,スーパー・百貨店販売店員,つくば,花畑二丁目
1386,大迫,男,35,レジ係,つくば,花畑三丁目
1387,大須賀,男,36,コンビニエンスストア店員,つくば,前野
1388,桐山,女,25,衣料品販売店員,つくば,立原
1389,谷山,男,38,飲食料品販売店員,つくば,篠崎
1390,米村,男,39,医薬品・化粧品販売店員,つくば,北原
1391,猪俣,男,40,自動車販売店員,つくば,長高野
1392,竹島,男,23,電気機器販売店員,つくば,要
1393,井戸,男,42,ガソリンスタンド販売員,つくば,大穂
1394,国井,男,43,その他の小売店販売員,つくば,吉沼
1395,柘植,男,44,小売店作業員（商品の陳列・補充等）,つくば,西高野
1396,野澤,男,22,店長（小売、卸売）,つくば,大久保
1397,安岡,男,46,不動産仲介・売買,つくば,大砂
1398,大上,男,47,訪問販売、卸売、その他の販売,つくば,小田
1399,佃,男,48,飲食店のホールスタッフ,つくば,北太田
1400,上林,女,49,飲食店店長,つくば,大形
1401,山路,男,21,ホテル・旅館のフロント、接客、客室係,つくば,下大島
1402,小浜,男,51,娯楽施設・スポーツ施設・その他の接客,つくば,小和田
1403,別府,男,52,美容師,つくば,山口
1404,赤間,女,53,理容師,つくば,平沢
1405,日向,男,54,エステティシャン、ネイリスト,つくば,北条
1406,黒瀬,男,55,理美容師補助、その他の美容サービス,つくば,君島
1407,幸田,男,56,調理人（日本・西洋・中華料理）,つくば,泉
1408,山谷,男,57,調理人（給食）,つくば,小泉
1409,須崎,男,58,調理人（食堂、居酒屋、弁当店、その他）,つくば,田中
1410,竹之内,男,59,調理補助、調理人見習,つくば,田水山
1411,大河内,男,60,食堂作業員（洗い場等）,つくば,水守
1412,安江,男,30,クリーニング等の生活衛生サービス,つくば,上沢
1413,岩野,男,31,保育・介護補助、冠婚葬祭、その他サービス,つくば,山木
1414,生駒,男,32,施設介護員,つくば,明石
1415,福嶋,男,27,訪問介護員、ホームヘルパー,つくば,高野原新田
1416,赤嶺,男,34,介護支援専門員、ケアマネージャー,つくば,作谷
1417,平島,男,35,老人福祉施設指導員,つくば,寺具
1418,熊野,男,36,障害者福祉施設指導員,つくば,安食
1419,猪狩,男,25,児童福祉施設指導員,つくば,上菅間
1420,竹井,男,38,福祉相談員、ケースワーカー,つくば,中菅間
1421,岩見,男,39,その他の福祉専門職,つくば,池田
1422,大泉,男,40,福祉施設管理者,つくば,磯部
1423,脇,男,41,保育士,つくば,洞下
1424,橋詰,男,26,保育補助（その他サービスを含む）,つくば,筑波
1425,藤,男,28,学童保育・放課後児童クラブ等指導員,つくば,沼田
1426,福留,男,44,幼稚園教員,つくば,国松
1427,藤江,女,45,小・中・高等学校・特別支援学校等教員,つくば,上大島
1428,柳沼,男,46,専修学校・各種学校教員,つくば,神郡
1429,青島,男,47,職業訓練指導員、研修講師、その他の教員,つくば,臼井
1430,深見,男,48,学習塾教師,つくば,大貫
1431,猿渡,男,49,スポーツインストラクター,つくば,杉木
1432,名取,女,50,習い事・その他の講師、インストラクター,つくば,小沢
1433,村川,女,27,図書館司書,つくば,漆所
1434,岩元,男,27,学芸員,つくば,和台
1435,須貝,男,53,学校カウンセラー,つくば,上境
1436,矢作,女,54,医師、歯科医師、獣医師,つくば,中根
1437,神尾,男,28,薬剤師,つくば,栄
1438,早田,女,56,看護師,つくば,松塚
1439,石上,男,57,准看護師,つくば,松栄
1440,鳥越,男,58,看護助手,つくば,大
1441,小塚,男,25,保健師、助産師,つくば,横町
1442,崎山,男,60,理学療法士、作業療法士,つくば,金田
1443,熊本,男,30,臨床検査技師、診療放射線技師等,つくば,古来
1444,上西,男,29,歯科衛生士、歯科技工士,つくば,吉瀬
1445,新倉,男,26,歯科助手、歯科受付,つくば,上ノ室
1446,綿貫,男,33,栄養士、管理栄養士,つくば,上広岡
1447,五島,女,28,あん摩マッサージ指圧・鍼灸師、柔道整復師,つくば,上広岡字野田
1448,山西,男,35,言語聴覚士、その他の保健医療専門職,つくば,下広岡
1449,新山,男,36,動物病院助手、その他の助手等,つくば,大角豆
1450,上島,男,37,医療事務・受付、調剤薬局事務,つくば,倉掛
1451,小松崎,男,38,金属材料製造、金属加工、溶接,つくば,妻木
1452,松澤,男,39,自動車組立、輸送用機械組立・整備,つくば,柴崎
1453,中平,男,40,自動車整備工,つくば,岡村新田
1454,鎌倉,男,41,電気・電子・通信機器等組立・修理,つくば,東岡
1455,春田,男,42,光学機械、その他の機械組立・修理,つくば,花室
1456,長江,男,43,食料品製造・加工,つくば,栗原
1457,秋吉,男,44,衣服・繊維製品製造、パタンナー,つくば,上野
1458,兵頭,男,45,化学製品、窯業・土石製品の製造・加工,つくば,天王台一丁目
1459,古澤,男,46,プラスチック製品、その他の製造・加工,つくば,天王台二丁目
1460,宗像,男,47,ＤＴＰオペレーター、印刷、製本,つくば,天王台三丁目
1461,塩原,男,48,ＣＡＤオペレーター、製図、写図、現図,つくば,天久保一丁目
1462,砂田,男,49,塗装、看板制作、その他生産関連,つくば,天久保二丁目
1463,舟橋,男,50,製品検査,つくば,天久保三丁目
1464,鷲見,男,51,生産設備オペレーター（制御・監視),つくば,天久保四丁目
1465,間瀬,女,52,工場労務作業,つくば,吾妻一丁目
1466,石津,男,53,建築技術者（工事監督、設計技術者等）,つくば,吾妻二丁目
1467,松坂,男,54,土木技術者（工事監督、設計技術者等）,つくば,吾妻三丁目
1468,萩野,男,28,測量技術者（測量士、測量士補）,つくば,吾妻四丁目
1469,安本,女,56,ソフトウェア開発技術者、プログラマー,つくば,竹園一丁目
1470,市橋,男,57,その他の情報処理・通信技術者,つくば,竹園二丁目
1471,真下,男,58,電気・電子・電気通信の開発・製造技術者,つくば,竹園三丁目
1472,園部,男,59,機械・自動車等の設計・製造技術者,つくば,千現一丁目
1473,竹谷,男,60,食品・その他の技術者、研究者,つくば,千現二丁目
1474,岩切,男,26,経営、法務,つくば,並木一丁目
1475,鬼塚,男,31,ウェブデザイナー,つくば,並木二丁目
1476,平木,女,32,デザイナー（ウェブを除く）,つくば,並木三丁目
1477,梶谷,男,33,カメラマン、記者・編集者、その他芸術,つくば,並木四丁目
1478,竹川,男,34,通訳、翻訳,つくば,梅園一丁目
1479,関川,男,26,カウンセラー（医療・福祉施設を除く）,つくば,梅園二丁目
1480,蛭田,男,36,司書、その他の専門職,つくば,桜一丁目
1481,藤枝,男,37,大工,つくば,桜二丁目
1482,大岡,男,25,配管工,つくば,桜三丁目
1483,広岡,男,39,左官、タイル張・内装・防水工等,つくば,筑穂一丁目
1484,荒谷,男,40,とび工、型枠大工、鉄筋工（建設躯体工事）,つくば,筑穂二丁目
1485,池野,男,41,建設機械・クレーン等運転工、玉掛,つくば,筑穂三丁目
1486,黒須,男,42,ダンプカー・ミキサー車運転手,つくば,豊里の杜一丁目
1487,磯村,男,43,建設・土木作業員,つくば,豊里の杜二丁目
1488,村野,女,44,舗装・線路工事・掘削等作業員,つくば,南原
1489,二階堂,男,45,電気工事作業員,つくば,旭
1490,磯,男,26,通信設備作業員、送電線等架線・敷設作業員,つくば,西沢
1491,岸野,男,47,採掘,つくば,西原
1492,土岐,女,48,建築技術者（工事監督、設計技術者等）,つくば,長峰
1493,竹沢,男,26,土木技術者（工事監督、設計技術者等）,つくば,原
1494,佐原,男,50,測量技術者（測量士、測量士補）等,つくば,六斗
1495,辰巳,女,51,施設警備員,つくば,小茎
1496,桜庭,男,25,道路交通誘導員,つくば,下岩崎
1497,安倍,男,53,雑踏警備員,つくば,九万坪
1498,鳥羽,女,54,その他の保安・警備・監視員,つくば,上岩崎
1499,犬塚,男,55,管理人（マンション、アパート等）,つくば,房内
1500,友田,女,26,管理人（駐車場、駐輪場）,つくば,若栗
1501,岡林,女,57,ビル設備管理員、ビル管理人,つくば,菅間
1502,東田,男,58,管理人（寄宿舎、寮、その他）,つくば,樋の沢
1503,戸村,男,59,機械設備運転（クレーン、ボイラー、発電等）,つくば,大井
1504,高石,男,28,トラック運転手,つくば,高崎
1505,一ノ瀬,女,30,トレーラー・タンクローリー運転手,つくば,天宝喜
1506,川尻,男,31,ミキサー車・ダンプカー運転手,つくば,牧園
1507,土方,女,32,ごみ収集・陸送・その他の貨物自動車運転手,つくば,宝陽台
1508,副島,男,33,バス運転手,つくば,城山
1509,守田,女,34,タクシー運転手,つくば,桜が丘
1510,大堀,男,35,役員車・送迎車等の乗用自動車運転手,つくば,森の里
1511,脇坂,男,36,その他の自動車運転手,つくば,森の里
1512,武山,女,37,フォークリフト運転作業員,つくば,若葉
1513,堀尾,男,38,鉄道・船舶・航空機の運転、その他の輸送,つくば,あしび野
1514,船津,女,39,荷物の配達,つくば,高見原一丁目
1515,大賀,女,27,ルート集配,つくば,高見原二丁目
1516,加賀谷,男,41,郵便の集配、新聞配達等,つくば,高見原三丁目
1517,嶋崎,男,42,運行管理事務,つくば,高見原四丁目
1518,馬渕,女,43,出札・旅客・貨物・料金収受係,つくば,高見原五丁目
1519,伊波,女,26,ビル・建物の清掃、ハウスクリーニング,つくば,富士見台
1520,井坂,男,45,ごみ収集、産業洗浄、その他の清掃・洗浄,つくば,自由ケ丘
1521,元木,女,46,フォークリフト運転作業員,つくば,自由ケ丘
1522,近江,男,47,倉庫作業,つくば,梅ケ丘
1523,中園,男,25,梱包作業,つくば,池の台
1524,清家,女,49,包装、ラベル・シール貼付,つくば,松の里
1525,須山,女,50,商品等の選別・ピッキング,つくば,駒込
1526,佐山,男,51,運搬・積卸・引越作業、港湾荷役作業,つくば,茎崎
1527,菊川,女,52,工場労務作業員,つくば,小山
1528,米川,男,53,食堂作業員（洗い場等）,つくば,大舟戸
1529,大里,男,54,小売店作業員（商品の陳列・補充等）,つくば,細見
1530,田丸,男,55,学校・病院の用務員、その他の作業員,つくば,泊崎
1531,高城,男,56,稲作、畑作、園芸等,つくば,明神
1532,片倉,女,25,養畜、動物飼育等,つくば,稲荷川
1533,海老沢,男,58,植木職、造園師,つくば,西ノ沢
1534,宮嶋,男,59,その他の農業,つくば,稲荷原
1535,奥谷,女,60,林業,つくば,池向
1536,北条,女,24,漁業,つくば,鷹野原
1537,星川,男,31,農業・畜産・林業・水産技術者,つくば,中山
